,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full,FirstName,LastName,Title,url
107,107,107,107,"BAGLEY, Mr Edward Henry",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Saloon Steward,Victualling Crew,V,Edward Henry,Bagley,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edward-ernest-bagley.html
108,108,108,108,"BAILEY, Mr George Francis",Dead,Belfast,Crew,Man,36,Adult,Male,,,[161],Saloon Steward,Victualling Crew,V,George Francis,Bailey,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-bailey.html
109,109,109,109,"BAILEY, Mr George W.",Dead,Southampton,Crew,Man,46,Adult,Male,,,,Fireman,Engineering Crew,E,George W.,Bailey,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-bailey.html
110,110,110,110,"BAILEY, Mr Henry Joseph",Alive,Southampton,Crew,Man,43,Adult,Male,,,16,Master-at-arms,Deck Crew,D,Henry Joseph,Bailey,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/joseph-henry-bailey.html
111,111,111,111,"BAILEY, Mr Percy",Dead,Southampton,2,Man,15,Adult,Male,11.5,29108,,Butcher's Assistant,2nd Class Passenger,2,Percy,Bailey,Mr,https://www.encyclopedia-titanica.org//titanic-victim/percy-andrew-bailey.html
112,112,112,112,"BAINBRIGGE, Mr Charles Robert",Dead,Southampton,2,Man,23,Adult,Male,10.5,31030,,Horse Trainer,2nd Class Passenger,2,Charles Robert,Bainbrigge,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-robert-bainbrigge.html
113,113,113,113,"BAINES, Mr Richard",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Greaser,Engineering Crew,E,Richard,Baines,Mr,https://www.encyclopedia-titanica.org//titanic-victim/richard-baines.html
114,114,114,114,"BALKIC, Mr Cerin",Dead,Southampton,3,Man,26,Adult,Male,7.89583333,349248,,General Labourer,3rd Class Passenger,3,Cerin,Balkic,Mr,https://www.encyclopedia-titanica.org//titanic-victim/cerin-balkic.html
115,115,115,115,"BALL, Mr Percy",Alive,Southampton,Crew,Man,19,Adult,Male,,,,Plate Steward,Victualling Crew,V,Percy,Ball,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/percy-ball.html
116,116,116,116,"BALL, Mrs Ada E.",Alive,Southampton,2,Woman,36,Adult,Female,13,28551,10,,2nd Class Passenger,2,Ada E.,Ball,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/ada-ball.html
117,117,117,117,"BANFI, Sig. Ugo",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Waiter,Restaurant Staff,R,Ugo,Banfi,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/ugo-banfi.html
118,118,118,118,"BANFIELD, Mr Frederick James",Dead,Southampton,2,Man,28,Adult,Male,10.5,34068,,Miner,2nd Class Passenger,2,Frederick James,Banfield,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frederick-james-banfield.html
119,119,119,119,"BANNON, Mr John Joseph",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Greaser,Engineering Crew,E,John Joseph,Bannon,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-bannon.html
120,120,120,120,"BANSKI, Mrs Mara",Alive,Southampton,3,Woman,31,Adult,Female,8.68333333,349244,,,3rd Class Passenger,3,Mara,Banski,Mrs,https://www.encyclopedia-titanica.org/titanic-search.php?q=Mara+Banski
121,121,121,121,"BARBARA, Miss Saiide",Dead,Cherbourg,3,Woman,18,Adult,Female,14.4541667,2691,,Housekeeper,3rd Class Passenger,3,Saiide,Barbara,Miss,https://www.encyclopedia-titanica.org//titanic-victim/saiide-barbara.html
122,122,122,122,"BARBARA, Mrs Catherine David",Dead,Cherbourg,3,Woman,45,Adult,Female,14.4541667,2691,,Housekeeper,3rd Class Passenger,3,Catherine David,Barbara,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/catherine-david-barbara.html
123,123,123,123,"BARBER, Miss Ellen Mary",Alive,Southampton,1,Woman,26,Adult,Female,78.85,19877,6,Personal Maid,1st Class PassengerServant,1,Ellen Mary,Barber,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/ellen-nellie-barber.html
124,124,124,124,"BARKER, Mr Albert Vale",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Baker,Victualling Crew,V,Albert Vale,Barker,Mr,https://www.encyclopedia-titanica.org//titanic-victim/albert-vale-barker.html
125,125,125,125,"BARKER, Mr Ernest Thomas",Dead,Southampton,Crew,Man,40,Adult,Male,,,[159],Saloon Steward (1st class),Victualling Crew,V,Ernest Thomas,Barker,Mr,https://www.encyclopedia-titanica.org//titanic-victim/ernest-barker.html
126,126,126,126,"BARKER, Mr Reginald Lomond",Dead,Belfast,Crew,Man,40,Adult,Male,,,,"Second Purser, 1st Class",Victualling Crew,V,Reginald Lomond,Barker,Mr,https://www.encyclopedia-titanica.org//titanic-victim/reginald-lomond-barker.html
127,127,127,127,"BARKWORTH, Mr Algernon Henry",Alive,Southampton,1,Man,47,Adult,Male,30,27042,B,Justice of the Peace,1st Class Passenger,1,Algernon Henry,Barkworth,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/algernon-barkworth.html
128,128,128,128,"BARLOW, Mr Charles",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Fireman,Engineering Crew,E,Charles,Barlow,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-barlow.html
129,129,129,129,"BARLOW, Mr George",Dead,Southampton,Crew,Man,36,Adult,Male,,,,Bed Room Steward,Victualling Crew,V,George,Barlow,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-barlow.html
130,130,130,130,"BARNES, Mr Charles",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Fireman,Engineering Crew,E,Charles,Barnes,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-barnes.html
131,131,131,131,"BARNES, Mr Frederick Charles",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Assistant baker,Victualling Crew,V,Frederick Charles,Barnes,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-frederick-back.html
132,132,132,132,"BARNES, Mr John",Dead,Southampton,Crew,Man,41,Adult,Male,,,,Fireman,Engineering Crew,E,John,Barnes,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-barnes.html
133,133,133,133,"BARRATT, Mr Arthur",Dead,Southampton,Crew,Man,15,Adult,Male,,,,Bell Boy,Victualling Crew,V,Arthur,Barratt,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-barratt.html
134,134,134,134,"BARRETT, Mr Frederick",Alive,Southampton,Crew,Man,28,Adult,Male,,,13,Leading Fireman,Engineering Crew,E,Frederick,Barrett,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/frederick-barrett.html
135,135,135,135,"BARRETT, Mr Frederick William",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Fireman,Engineering Crew,E,Frederick William,Barrett,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/frederick-barrett.html
136,136,136,136,"BARRINGER, Mr Arthur William",Dead,Belfast,Crew,Man,33,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V,Arthur William,Barringer,Mr,https://www.encyclopedia-titanica.org//titanic-victim/arthur-william-barringer.html
137,137,137,137,"BARROW, Mr Charles Henry John Barrow",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Assistant butcher,Victualling Crew,V,Charles Henry John Barrow,Barrow,Mr,https://www.encyclopedia-titanica.org//titanic-victim/harry-barrow.html
138,138,138,138,"BARROWS, Mr William",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Saloon Steward,Victualling Crew,V,William,Barrows,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-barrows.html
139,139,139,139,"BARRY, Miss Julia",Dead,Queenstown,3,Woman,26,Adult,Female,7.87916667,330844,,Housekeeper,3rd Class Passenger,3,Julia,Barry,Miss,https://www.encyclopedia-titanica.org//titanic-victim/julia-barry.html
140,140,140,140,"BARTON, Mr David John",Dead,Southampton,3,Man,22,Adult,Male,8.05,324669,,General Labourer,3rd Class Passenger,3,David John,Barton,Mr,https://www.encyclopedia-titanica.org//titanic-victim/david-john-barton.html
141,141,141,141,"BARTON, Mr Sidney John",Dead,Southampton,Crew,Man,26,Adult,Male,,,,3rd Class Steward,Victualling Crew,V,Sidney John,Barton,Mr,https://www.encyclopedia-titanica.org//titanic-victim/david-john-barton.html
142,142,142,142,"BASILICO, Sig. Giovanni",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Waiter,Restaurant Staff,R,Giovanni,Basilico,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/giovanni-basilico.html
143,143,143,143,"BASSANI, Mrs Albina",Alive,Cherbourg,1,Woman,32,Adult,Female,76.2916667,,8,Personal Maid,,1,Albina,Bassani,Mrs,https://www.encyclopedia-titanica.org/titanic-search.php?q=Albina+Bassani
144,144,144,144,"BATEMAN, Fr Robert James",Dead,Southampton,2,Man,51,Adult,Male,12.525,1166,[174],Priest / Minister,2nd Class Passenger,2,Robert James,Bateman,Fr,https://www.encyclopedia-titanica.org//titanic-victim/robert-james-bateman.html
145,145,145,145,"BAUMANN, Mr John D.",Dead,Cherbourg,1,Man,60,Adult,Male,25.925,17318,,Businessman,1st Class Passenger,1,John D.,Baumann,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-d-baumann.html
146,146,146,146,"BAXTER, Mr Harry Ross",Dead,Southampton,Crew,Man,53,Adult,Male,,,,3rd Class Steward,Victualling Crew,V,Harry Ross,Baxter,Mr,https://www.encyclopedia-titanica.org//titanic-victim/harry-ross-baxter.html
147,147,147,147,"BAXTER, Mr Quigg Edmond",Dead,Cherbourg,1,Man,24,Adult,Male,247.520833,17558,,,1st Class Passenger,1,Quigg Edmond,Baxter,Mr,https://www.encyclopedia-titanica.org//titanic-victim/quigg-baxter.html
148,148,148,148,"BAXTER, Mr Thomas Ferguson",Dead,Southampton,Crew,Man,55,Adult,Male,,,[235],Linen Steward (1st class),Victualling Crew,V,Thomas Ferguson,Baxter,Mr,https://www.encyclopedia-titanica.org//titanic-victim/thomas-ferguson-baxter.html
149,149,149,149,"BAXTER, Mrs Hlne",Alive,Cherbourg,1,Woman,50,Adult,Female,247.520833,17558,6,,1st Class Passenger,1,Hlne,Baxter,Mrs,https://www.encyclopedia-titanica.org/titanic-search.php?q=Hlne+Baxter
150,150,150,150,"BAZZI, Sig. Narciso",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Waiter,Restaurant Staff,R,Narciso,Bazzi,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/narciso-bazzi.html
151,151,151,151,"BEANE, Mr Edward",Alive,Southampton,2,Man,32,Adult,Male,26,2908,13,,2nd Class Passenger,2,Edward,Beane,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/edward-beane.html
152,152,152,152,"BEANE, Mrs Ethel",Alive,Southampton,2,Woman,19,Adult,Female,26,2908,13,,2nd Class Passenger,2,Ethel,Beane,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/ethel-beane.html
153,153,153,153,"BEATTIE, Mr Joseph",Dead,Belfast,Crew,Man,35,Adult,Male,,,,Greaser,Engineering Crew,E,Joseph,Beattie,Mr,https://www.encyclopedia-titanica.org//titanic-victim/joseph-beattie.html
154,154,154,154,"BEATTIE, Mr Thomson",Dead,Southampton,1,Man,36,Adult,Male,75.2416667,13050,A[331],Landowner,1st Class Passenger,1,Thomson,Beattie,Mr,https://www.encyclopedia-titanica.org//titanic-victim/thomson-beattie.html
155,155,155,155,"BEAUCHAMP, Mr George William",Alive,Southampton,Crew,Man,24,Adult,Male,,,13,Fireman,Engineering Crew,E,George William,Beauchamp,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-william-beauchamp.html
156,156,156,156,"BEAUCHAMP, Mr Henry James",Dead,Southampton,2,Man,28,Adult,Male,26,244358,,Club Head Steward,2nd Class Passenger,2,Henry James,Beauchamp,Mr,https://www.encyclopedia-titanica.org//titanic-victim/henry-james-beauchamp.html
157,157,157,157,"BEAVAN, Mr William Thomas",Dead,Southampton,3,Man,20,Adult,Male,8.05,323951,,General Labourer,3rd Class Passenger,3,William Thomas,Beavan,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-thomas-abrams.html
158,158,158,158,"BECKER, Master Richard F.",Alive,Southampton,2,Child,1,Child,Male,39,230136,11,,2nd Class Passenger,2,Richard F.,Becker,Master,https://www.encyclopedia-titanica.org//titanic-survivor/richard-becker.html
159,159,159,159,"BECKER, Miss Marion Louise",Alive,Southampton,2,Child,4,Child,Female,39,230136,11,,2nd Class Passenger,2,Marion Louise,Becker,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/marion-louise-becker.html
160,160,160,160,"BECKER, Miss Ruth Elizabeth",Alive,Southampton,2,Child,12,Child,Female,39,230136,13,,2nd Class Passenger,2,Ruth Elizabeth,Becker,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/ruth-elizabeth-becker.html
161,161,161,161,"BECKER, Mrs Nellie E.",Alive,Southampton,2,Woman,35,Adult,Female,39,230136,11,,2nd Class Passenger,2,Nellie E.,Becker,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/nellie-becker.html
162,162,162,162,"BECKWITH, Mr Richard Leonard",Alive,Southampton,1,Man,37,Adult,Male,52.5541667,11751,5,,1st Class Passenger,1,Richard Leonard,Beckwith,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/richard-leonard-beckwith.html
163,163,163,163,"BECKWITH, Mrs Sallie",Alive,Southampton,1,Woman,46,Adult,Female,52.5541667,11751,5,,1st Class Passenger,1,Sallie,Beckwith,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/sallie-beckwith.html
164,164,164,164,"BEDFORD, Mr William Barnett",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Assistant Roast Cook,Victualling Crew,V,William Barnett,Bedford,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-barnet-bedford.html
165,165,165,165,"BEEDEM, Mr George Arthur",Dead,Southampton,Crew,Man,34,Adult,Male,,,,2nd Class Bedroom Steward,Victualling Crew,V,George Arthur,Beedem,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-arthur-beedem.html
166,166,166,166,"BEERE, Mr William",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Kitchen Porter,Victualling Crew,V,William,Beere,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-beere.html
167,167,167,167,"BEESLEY, Mr Lawrence",Alive,Southampton,2,Man,34,Adult,Male,13,248698,13,Teacher,2nd Class Passenger,2,Lawrence,Beesley,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/lawrence-beesley.html
168,168,168,168,"BEHR, Mr Karl Howell",Alive,Cherbourg,1,Man,26,Adult,Male,30,111369,5,,1st Class Passenger,1,Karl Howell,Behr,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/karl-howell-behr.html
169,169,169,169,"BELL, Mr Joseph",Dead,Belfast,Crew,Man,50,Adult,Male,,,,Chief Engineer,Engineering Crew,E,Joseph,Bell,Mr,https://www.encyclopedia-titanica.org//titanic-victim/joseph-bell.html
170,170,170,170,"BENDELL, Mr Frank",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E,Frank,Bendell,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Frank+Bendell
171,171,171,171,"BENGTSSON, Mr Johan Viktor",Dead,Southampton,3,Man,26,Adult,Male,7.775,347068,,General Labourer,3rd Class Passenger,3,Johan Viktor,Bengtsson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/johan-viktor-bengtsson.html
172,172,172,172,"BENHAM, Mr Fred John",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V,Fred John,Benham,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frederick-benham.html
173,173,173,173,"BENNETT, Mr George Alfred",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Fireman,Engineering Crew,E,George Alfred,Bennett,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-alfred-bennett.html
174,174,174,174,"BENNETT, Mrs Mabel",Alive,Southampton,Crew,Woman,33,Adult,Female,,,,Stewardess,Victualling Crew,V,Mabel,Bennett,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/mabel-bennett.html
175,175,175,175,"BENTHAM, Miss Lillian W.",Alive,Southampton,2,Woman,19,Adult,Female,13,28404,12,,2nd Class Passenger,2,Lillian W.,Bentham,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/lillian-bentham.html
176,176,176,176,"BENVILLE, Mr Edward",Dead,Southampton,Crew,Man,47,Adult,Male,,,,Fireman,Engineering Crew,E,Edward,Benville,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Edward+Benville
177,177,177,177,"BERGLUND, Mr Karl Ivar Sven",Dead,Southampton,3,Man,22,Adult,Male,9.35,4348,,General Labourer,3rd Class Passenger,3,Karl Ivar Sven,Berglund,Mr,https://www.encyclopedia-titanica.org//titanic-victim/karl-ivar-sven-berglund.html
178,178,178,178,"BERNARDI, Sig. Battista",Dead,Southampton,Crew,Man,22,Adult,Male,,,[215],Assistant Waiter,Restaurant Staff,R,Battista,Bernardi,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/battista-bernardi.html
179,179,179,179,"BERRIMAN, Mr William John",Dead,Southampton,2,Man,23,Adult,Male,13,28425,,,2nd Class Passenger,2,William John,Berriman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-john-berriman.html
180,180,180,180,"BESSANT, Mr Edward",Dead,Southampton,Crew,Man,31,Adult,Male,,,,1st class baggage steward,Victualling Crew,V,Edward,Bessant,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-edward-bessant.html
181,181,181,181,"BESSANT, Mr William Edward Lowe",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E,William Edward Lowe,Bessant,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-edward-bessant.html
182,182,182,182,"BESSETTE, Miss Nellie Mayo",Alive,Cherbourg,1,Woman,39,Adult,Female,63.3583333,17760,8,Personal Maid,1st Class PassengerServant,1,Nellie Mayo,Bessette,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/nellie-bessette.html
183,183,183,183,"BEST, Mr Edwin Alfred",Dead,Belfast,Crew,Man,38,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V,Edwin Alfred,Best,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edwin-alfred-best.html
184,184,184,184,"BEUX, Mr David",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Assistant Waiter,Restaurant Staff,R,David,Beux,Mr,https://www.encyclopedia-titanica.org//titanic-victim/david-beux.html
185,185,185,185,"BEVIS, Mr Joseph Henry",Dead,Southampton,Crew,Man,22,Adult,Male,,,,Trimmer,Engineering Crew,E,Joseph Henry,Bevis,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/joseph-henry-bailey.html
186,186,186,186,"BIDDLECOMBE, Mr Reginald Charles",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Fireman,Engineering Crew,E,Reginald Charles,Biddlecombe,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-biddlecombe.html
187,187,187,187,"BIDOIS, Miss Rosalie",Alive,Cherbourg,1,Woman,46,Adult,Female,247.525,17757,4,Personal Maid,1st Class PassengerServant,1,Rosalie,Bidois,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/rosalie-bidois.html
188,188,188,188,"BIETRIX, Mr George Baptiste",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Cook,Restaurant Staff,R,George Baptiste,Bietrix,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-baptiste-bietrix.html
189,189,189,189,"BIGGS, Mr Edward Charles",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Fireman,Engineering Crew,E,Edward Charles,Biggs,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/charles-edward-andrews.html
190,190,190,190,"BILLOWS, Mr James",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Trimmer,Engineering Crew,E,James,Billows,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=James+Billows
191,191,191,191,"BING, Mr Lee",Alive,Southampton,3,Man,32,Adult,Male,56.4958333,1601,C,Seaman,3rd Class Passenger,3,Lee,Bing,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/lee-bing.html
192,192,192,192,"BINSTEAD, Mr Walter William",Alive,Southampton,Crew,Man,20,Adult,Male,,,3,Trimmer,Engineering Crew,E,Walter William,Binstead,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/walter-binstead.html
193,193,193,193,"BIRD, Miss Ellen",Alive,Southampton,1,Woman,31,Adult,Female,221.779167,17483,8,Personal Maid,1st Class PassengerServant,1,Ellen,Bird,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/ellen-bird.html
194,194,194,194,"BIRKELAND, Mr Hans Martin Monsen",Dead,Southampton,3,Man,21,Adult,Male,7.775,312992,,Seaman,3rd Class Passenger,3,Hans Martin Monsen,Birkeland,Mr,https://www.encyclopedia-titanica.org//titanic-victim/hans-martin-monsen-birkeland.html
195,195,195,195,"BIRNBAUM, Mr Jakob",Dead,Cherbourg,1,Man,24,Adult,Male,26,13905,[148],,1st Class Passenger,1,Jakob,Birnbaum,Mr,https://www.encyclopedia-titanica.org//titanic-victim/jakob-birnbaum.html
196,196,196,196,"BISHOP, Mr Dickinson H.",Alive,Cherbourg,1,Man,25,Adult,Male,91.0791667,11967,7,,1st Class Passenger,1,Dickinson H.,Bishop,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/dickinson-bishop.html
197,197,197,197,"BISHOP, Mr Walter Alexander",Dead,Belfast,Crew,Man,33,Adult,Male,,,,1st Class Bedroom Steward,Victualling Crew,V,Walter Alexander,Bishop,Mr,https://www.encyclopedia-titanica.org//titanic-victim/walter-alexander-bishop.html
198,198,198,198,"BISHOP, Mrs Helen",Alive,Cherbourg,1,Woman,19,Adult,Female,91.0791667,11967,7,,1st Class Passenger,1,Helen,Bishop,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/helen-bishop.html
199,199,199,199,"BJRKLUND, Mr Ernst Herbert",Dead,Southampton,3,Man,18,Adult,Male,7.75,347090,,General Labourer,3rd Class Passenger,3,Ernst Herbert,Bjrklund,Mr,https://www.encyclopedia-titanica.org//titanic-victim/ernst-herbert-bjorklund.html
200,200,200,200,"BJRNSTRM-STEFFANSSON, Mr Mauritz Hokan",Alive,Southampton,1,Man,28,Adult,Male,26.55,110564,D,Businessman,1st Class Passenger,1,Mauritz Hokan,Bjrnstrm-steffansson,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Mauritz+Hokan+Bjrnstrm-steffansson
